timestamp,bid_price_1,bid_size_1,ask_price_1,ask_size_1,bid_price_2,bid_size_2,ask_price_2,ask_size_2,bid_price_3,bid_size_3,ask_price_3,ask_size_3,bid_price_4,bid_size_4,ask_price_4,ask_size_4,bid_price_5,bid_size_5,ask_price_5,ask_size_5
2024-01-02 00:03:00,98.4373,2999,98.424,1407,98.3767,3880,98.4846,4939,98.2926,10260,98.5687,9736,98.2403,4373,98.621,12703,98.1115,16746,98.7498,15886
2024-01-02 00:03:00,99.043,1044,99.0586,4098,99.0363,5686,99.0654,3748,99.0035,8197,99.0982,11477,98.8816,14412,99.2201,11534,98.7889,5216,99.3127,13713
2024-01-02 00:03:00,95.375,3201,95.3624,1224,95.3251,5419,95.4122,4110,95.2401,8738,95.4972,4553,95.1343,13100,95.603,5735,94.8957,19922,95.8416,11902
2024-01-02 00:04:00,99.617,4514,99.6135,1127,99.5381,5997,99.6924,3026,99.5221,3247,99.7085,3295,99.3571,11010,99.8734,8764,99.3237,13764,99.9068,17533
2024-01-02 00:04:00,98.821,4053,98.8343,1975,98.7957,6661,98.8596,4410,98.7426,7413,98.9128,4069,98.5925,6358,99.0629,7380,98.3839,10341,99.2714,12549
2024-01-02 00:04:00,98.3754,3109,98.3711,1358,98.3468,7236,98.3997,2419,98.2431,10339,98.5034,9562,98.1067,14251,98.6398,12561,98.0476,19334,98.6989,13370
2024-01-02 00:04:00,95.4611,3150,95.4703,3449,95.4531,5101,95.4782,7663,95.4279,7315,95.5035,4426,95.4115,11559,95.5199,4217,95.2487,19141,95.6826,10480
2024-01-02 00:04:00,98.6656,2409,98.7002,3634,98.6374,3479,98.7284,2948,98.6058,5340,98.7599,10082,98.5137,4095,98.8521,6243,98.4095,10222,98.9562,13226
2024-01-02 00:04:00,97.5247,1110,97.4938,2360,97.4761,2945,97.5424,3628,97.3624,4555,97.6561,7869,97.3301,11995,97.6884,9208,97.1011,10152,97.9174,19484
2024-01-02 00:04:00,98.2747,3393,98.273,3382,98.2588,2482,98.2888,2204,98.216,8812,98.3317,9875,98.1897,13034,98.358,6494,98.0249,14703,98.5227,19987
2024-01-02 00:04:00,95.073,4067,95.1015,4003,95.0198,6114,95.1547,2699,94.9068,10053,95.2677,7344,94.8736,5557,95.3008,11128,94.7252,19728,95.4493,7194
2024-01-02 00:05:00,100.1128,2682,100.1447,3907,100.0419,5921,100.2157,7622,99.9908,10445,100.2668,5157,99.8527,7163,100.4049,7673,99.6828,9474,100.5747,15677
2024-01-02 00:05:00,98.285,3128,98.2745,3268,98.2698,2581,98.2897,7555,98.2565,8547,98.303,8703,98.1612,12947,98.3983,13066,98.0505,5897,98.509,7703
2024-01-02 00:05:00,98.4573,4285,98.4683,1434,98.4195,5501,98.5061,6676,98.3642,10483,98.5613,3604,98.1871,8929,98.7385,5770,98.1084,5780,98.8172,9599
2024-01-02 00:05:00,94.9785,3241,94.9855,3910,94.9602,2084,95.0039,5973,94.9416,10581,95.0225,4436,94.8129,6293,95.1512,5345,94.583,15730,95.3811,6048
2024-01-02 00:05:00,98.7752,3414,98.7898,2967,98.7387,2874,98.8262,2633,98.6547,10856,98.9103,5890,98.5892,12784,98.9757,5902,98.4485,18967,99.1164,14339
2024-01-02 00:05:00,97.8493,1322,97.8676,1120,97.8115,7886,97.9054,6495,97.6934,6646,98.0235,10794,97.661,8878,98.0559,5901,97.5715,9981,98.1454,19096
2024-01-02 00:05:00,98.3774,3520,98.3957,4245,98.3719,7847,98.4012,4783,98.289,5293,98.4841,11797,98.2141,10925,98.5591,7225,98.0494,11644,98.7237,16066
2024-01-02 00:05:00,95.4053,4901,95.4165,1967,95.388,5588,95.4339,3423,95.2772,8835,95.5447,10681,95.2363,4332,95.5856,11388,94.9951,6145,95.8267,17077
2024-01-02 00:06:00,99.8411,1587,99.8748,3690,99.8151,5895,99.9008,5951,99.7217,3698,99.9943,5040,99.569,5316,100.1469,13724,99.3666,9102,100.3494,6948
2024-01-02 00:06:00,98.0332,1369,98.0454,3962,98.0193,2760,98.0593,6808,97.9351,6075,98.1436,3857,97.8278,7596,98.2509,10729,97.7218,7075,98.3568,19030
2024-01-02 00:06:00,99.0483,3274,99.0598,2163,99.0015,7647,99.1067,3960,98.9711,11285,99.137,10956,98.841,5063,99.2672,5967,98.7736,5935,99.3345,5447
2024-01-02 00:06:00,96.3366,4208,96.3611,4936,96.259,5849,96.4387,5317,96.141,7623,96.5567,9277,96.1063,13679,96.5914,6051,95.8852,18430,96.8125,18738
2024-01-02 00:06:00,98.581,1629,98.6048,1084,98.537,4080,98.6488,6635,98.5142,11207,98.6716,3131,98.3967,11653,98.7892,7166,98.3706,8868,98.8152,11075
2024-01-02 00:06:00,98.7029,3122,98.7163,2452,98.6883,6799,98.731,5054,98.6337,9409,98.7855,7291,98.4988,4714,98.9205,10907,98.3415,19354,99.0777,5206
2024-01-02 00:06:00,98.2863,1686,98.2794,2602,98.2341,4236,98.3316,6960,98.1832,3243,98.3825,3154,98.0977,10630,98.468,11916,97.9258,19964,98.6399,16360
2024-01-02 00:06:00,96.099,3281,96.1459,2173,96.026,2682,96.219,5594,96.0148,11281,96.2302,5896,95.9841,7552,96.2609,4265,95.8611,16422,96.3838,15175
2024-01-02 00:07:00,99.4914,2333,99.4853,3337,99.4744,7736,99.5023,4795,99.3729,6586,99.6038,8632,99.3089,7904,99.6679,12652,99.2268,18372,99.75,19808
2024-01-02 00:07:00,98.3008,1715,98.3059,3334,98.2813,6998,98.3255,5462,98.2082,3809,98.3985,5935,98.1229,14086,98.4839,8623,97.88,5005,98.7268,5091
2024-01-02 00:07:00,98.7544,1627,98.7496,3346,98.7097,6024,98.7943,2022,98.6114,7722,98.8927,11264,98.5522,14972,98.9519,7095,98.4066,16150,99.0975,11508
2024-01-02 00:07:00,96.1845,4786,96.1869,1026,96.131,2354,96.2404,6632,96.027,10383,96.3443,6515,95.8665,4004,96.5048,6907,95.8469,15853,96.5244,8228
2024-01-02 00:07:00,98.873,1274,98.8829,2995,98.8062,2890,98.9497,2716,98.7835,4730,98.9724,11949,98.6284,4633,99.1275,14772,98.5981,16216,99.1578,19020
2024-01-02 00:07:00,98.5131,3589,98.5198,1908,98.4611,5660,98.5718,4947,98.4427,6310,98.5902,11312,98.2857,7108,98.7472,5894,98.1722,15039,98.8607,7258
2024-01-02 00:07:00,97.8556,2568,97.8733,3606,97.789,3611,97.94,7835,97.7622,8840,97.9667,7604,97.6516,4205,98.0773,13462,97.5319,8730,98.1971,15535
2024-01-02 00:07:00,95.1684,1748,95.1564,2899,95.11,5333,95.2147,5451,95.0174,3823,95.3073,3890,94.8679,7298,95.4568,7972,94.6221,13230,95.7027,13677
2024-01-02 00:08:00,100.4346,1994,100.4526,4244,100.3987,6843,100.4885,5639,100.3563,6664,100.5309,9464,100.182,14858,100.7052,8097,99.9609,5886,100.9263,16520
2024-01-02 00:08:00,98.1773,2485,98.2178,1111,98.1358,6472,98.2593,7297,98.0989,5251,98.2962,10643,97.9402,8981,98.455,12686,97.8066,10370,98.5886,19960
2024-01-02 00:08:00,99.4355,2802,99.4455,2708,99.3693,2785,99.5117,4020,99.3063,5364,99.5748,8838,99.2737,9651,99.6073,12182,99.2561,16934,99.6249,12237
2024-01-02 00:08:00,96.5925,1585,96.6199,1228,96.5256,6355,96.6869,3444,96.5057,7673,96.7068,5056,96.3527,8825,96.8598,8674,96.1971,17258,97.0154,18528
2024-01-02 00:08:00,98.1746,3840,98.1832,1460,98.1365,4574,98.2213,6856,98.0681,6099,98.2896,11977,97.9502,7763,98.4076,14672,97.7617,11992,98.596,11792
2024-01-02 00:08:00,98.4878,1137,98.5144,4420,98.4768,4847,98.5254,7203,98.418,6181,98.5842,4339,98.31,8173,98.6922,6217,98.1812,15720,98.8209,16614
2024-01-02 00:08:00,97.9134,3875,97.9103,3946,97.8675,7730,97.9562,3807,97.8224,4820,98.0013,8221,97.7317,10757,98.092,13421,97.5917,8156,98.2319,13965
2024-01-02 00:08:00,95.5016,4723,95.4962,2779,95.4843,5512,95.5135,3072,95.4432,3134,95.5545,8043,95.3488,10505,95.6489,9523,95.2125,9960,95.7852,6432
2024-01-02 00:09:00,100.1355,2146,100.1559,4064,100.0619,5967,100.2295,7239,99.9828,8008,100.3086,6130,99.8044,6821,100.4871,6333,99.5685,5972,100.7229,7938
2024-01-02 00:09:00,98.8041,4384,98.8335,3265,98.7614,5689,98.8762,5076,98.7461,10875,98.8915,3470,98.7022,4191,98.9354,5996,98.6325,11618,99.0051,10575
2024-01-02 00:09:00,98.9064,2165,98.9454,3750,98.8293,2904,99.0225,4900,98.7449,8932,99.1069,5998,98.5678,10650,99.284,13270,98.3368,16706,99.515,12636
2024-01-02 00:09:00,96.1263,2547,96.1289,2313,96.1189,4470,96.1363,3804,96.0521,4515,96.2031,10252,95.9114,7105,96.3438,10332,95.8773,13541,96.3779,15865
2024-01-02 00:09:00,97.9226,2097,97.9373,1605,97.9084,2403,97.9515,3918,97.8762,6178,97.9837,9911,97.8404,12828,98.0195,8185,97.7527,5590,98.1072,7732
2024-01-02 00:09:00,97.5926,1994,97.6085,1718,97.5316,7455,97.6695,3209,97.4375,7801,97.7636,11793,97.3112,14289,97.8899,4769,97.2648,17280,97.9364,8795
2024-01-02 00:09:00,98.474,2745,98.476,4268,98.4315,3204,98.5186,7986,98.3974,10356,98.5526,7935,98.2588,9044,98.6913,12834,98.219,8550,98.731,19629
2024-01-02 00:09:00,94.8457,1220,94.8586,1331,94.8085,5515,94.8958,5266,94.7454,8398,94.9588,8076,94.5838,10703,95.1204,6943,94.5101,10863,95.1941,5905
2024-01-02 00:10:00,100.709,4877,100.7159,4362,100.6608,4213,100.7641,7419,100.5895,8719,100.8354,7360,100.4322,14906,100.9928,6261,100.3051,15283,101.1199,5983
2024-01-02 00:10:00,98.2416,3365,98.2481,1553,98.2308,5289,98.259,6995,98.1167,7355,98.373,8827,97.9425,4063,98.5473,4072,97.8585,7088,98.6312,13119
2024-01-02 00:10:00,98.8722,4363,98.8986,4992,98.8143,3793,98.9565,5198,98.7777,6852,98.993,8559,98.7047,14790,99.066,6973,98.605,12886,99.1657,17221
2024-01-02 00:10:00,96.0765,1620,96.0805,3133,96.0106,6462,96.1463,6523,95.9739,5896,96.1831,7455,95.9216,7113,96.2353,14685,95.8611,14213,96.2959,9858
2024-01-02 00:10:00,97.8966,4260,97.8932,3441,97.826,7634,97.9638,3555,97.7587,11020,98.0311,10131,97.6388,9627,98.151,13620,97.5509,12758,98.2389,15395
2024-01-02 00:10:00,98.7185,2422,98.7034,4019,98.7118,5625,98.71,6907,98.63,3767,98.7919,9675,98.4916,9529,98.9302,6174,98.303,18903,99.1188,18497
2024-01-02 00:10:00,98.5359,4490,98.5608,3881,98.4668,6324,98.6298,6564,98.3695,8845,98.7271,5062,98.192,4980,98.9046,5263,98.0301,11849,99.0666,14442
2024-01-02 00:10:00,96.0362,4741,96.0093,3776,96.0219,5775,96.0236,2418,95.9602,10387,96.0853,7818,95.8038,4568,96.2417,11690,95.6904,19669,96.3551,15665
2024-01-02 00:11:00,100.2534,2318,100.2624,4329,100.2039,2994,100.3119,3541,100.1887,7314,100.3271,3027,100.0718,9685,100.444,7332,99.9487,14480,100.5671,12827
2024-01-02 00:11:00,98.6216,2638,98.6367,2519,98.5769,4848,98.6814,4782,98.4622,8208,98.7961,5593,98.3446,10202,98.9137,7077,98.2185,9050,99.0398,19567
2024-01-02 00:11:00,98.7741,1078,98.8069,3143,98.7094,5733,98.8716,4371,98.6543,6622,98.9267,7668,98.4916,5220,99.0894,5410,98.301,17574,99.2801,14303
2024-01-02 00:11:00,95.4514,4805,95.4823,3340,95.4207,3074,95.513,6255,95.3229,3311,95.6108,8220,95.1441,13554,95.7895,11709,95.0035,13764,95.9301,5866
2024-01-02 00:11:00,98.8184,4679,98.8588,2594,98.8117,6522,98.8655,7513,98.7518,11535,98.9254,4275,98.5746,14772,99.1025,10633,98.433,9112,99.2441,7803
2024-01-02 00:11:00,97.6377,3182,97.6556,1139,97.6167,2416,97.6766,6292,97.5182,9319,97.7751,8143,97.48,9804,97.8133,10081,97.3125,14574,97.9808,19900
2024-01-02 00:11:00,98.2844,1458,98.2868,3225,98.2793,6516,98.292,6105,98.2193,5185,98.352,7860,98.0771,5934,98.4942,8342,97.9779,13189,98.5934,9970
2024-01-02 00:11:00,95.4792,1787,95.5094,4409,95.4572,4896,95.5315,3483,95.342,7590,95.6467,4729,95.3041,5987,95.6845,10880,95.1614,12119,95.8272,19475
2024-01-02 00:12:00,100.3541,2711,100.3565,4069,100.347,7394,100.3636,7531,100.2312,10463,100.4794,11920,100.1015,13241,100.609,13284,99.9902,8073,100.7203,15747
2024-01-02 00:12:00,98.6282,2972,98.6306,3697,98.6148,3531,98.644,2943,98.5788,8543,98.6801,4406,98.4358,12707,98.823,14147,98.2366,7022,99.0222,8800
2024-01-02 00:12:00,99.0615,2818,99.0759,1449,99.0181,4778,99.1193,2790,98.9216,3486,99.2159,7736,98.7946,6336,99.3428,5107,98.6083,19519,99.5291,18543
2024-01-02 00:12:00,96.1729,4968,96.1842,1896,96.1612,3726,96.1959,6643,96.0726,3965,96.2845,8322,95.902,6958,96.4551,7344,95.6831,14623,96.674,10576
2024-01-02 00:12:00,97.9108,3526,97.8981,1715,97.8421,7653,97.9668,5720,97.7272,3136,98.0817,7917,97.679,12421,98.1299,4192,97.4548,13389,98.3541,14705
2024-01-02 00:12:00,98.0098,3978,98.0303,4578,98.0009,4925,98.0392,5336,97.9684,9445,98.0717,3289,97.7898,12060,98.2504,10668,97.5978,16605,98.4423,7237
2024-01-02 00:12:00,97.7696,1311,97.7711,2612,97.7377,4234,97.803,2010,97.6517,10503,97.889,10386,97.4892,6465,98.0516,5083,97.2914,10479,98.2493,14019
2024-01-02 00:12:00,96.1361,3421,96.1228,4747,96.0722,4451,96.1867,2193,95.9774,8414,96.2816,7669,95.9159,10612,96.3431,10926,95.7973,8272,96.4617,8254
2024-01-02 00:13:00,100.2494,1735,100.2734,2384,100.1732,5643,100.3495,6136,100.1543,9027,100.3685,6553,99.9836,5668,100.5392,14017,99.8269,13050,100.6959,6492
2024-01-02 00:13:00,98.7644,1243,98.748,2070,98.7375,4371,98.7749,6727,98.6473,5035,98.8651,10428,98.6229,11272,98.8895,10877,98.49,8539,99.0224,7830
2024-01-02 00:13:00,98.9146,4727,98.9117,1537,98.8744,3710,98.9519,2373,98.7766,3803,99.0497,11876,98.6157,7880,99.2106,6087,98.5532,9447,99.2731,12633
2024-01-02 00:13:00,96.1186,3075,96.1188,3924,96.0857,2500,96.1518,6986,96.0513,5131,96.1861,5567,95.9526,12113,96.2849,13729,95.824,10733,96.4134,16731
2024-01-02 00:13:00,98.0985,3815,98.1151,4400,98.0211,4202,98.1924,2148,97.9827,8420,98.2308,8552,97.8538,13413,98.3597,9343,97.834,14701,98.3795,13594
2024-01-02 00:13:00,97.6216,3059,97.6473,3651,97.5453,3817,97.7237,3790,97.4923,5420,97.7766,5588,97.4135,7752,97.8554,7114,97.2517,15204,98.0172,9838
2024-01-02 00:13:00,98.6957,1599,98.71,4637,98.6247,5023,98.781,6320,98.5601,8747,98.8456,8749,98.5119,4882,98.8938,12371,98.3802,9810,99.0255,8391
2024-01-02 00:13:00,95.0421,3803,95.0601,3385,94.9753,7688,95.1268,6896,94.9295,9368,95.1726,4706,94.7566,12919,95.3456,10636,94.6024,13711,95.4998,5627
2024-01-02 00:14:00,99.7134,3195,99.7004,4237,99.6592,7489,99.7546,6527,99.5804,6404,99.8334,4260,99.5605,9204,99.8533,9042,99.4252,9830,99.9886,9261
2024-01-02 00:14:00,98.2663,2906,98.2885,2122,98.2383,5399,98.3166,2942,98.1888,4212,98.3661,3070,98.0846,11191,98.4702,5281,98.0451,8491,98.5098,13403
2024-01-02 00:14:00,99.0831,2661,99.1022,1311,99.0091,5460,99.1761,3210,98.9424,6399,99.2429,5643,98.7681,14534,99.4171,4459,98.5795,12342,99.6057,5317
2024-01-02 00:14:00,95.4732,1172,95.485,2694,95.4176,3333,95.5405,5438,95.3517,4474,95.6064,5791,95.1989,4251,95.7593,11004,95.0492,19189,95.9089,10097
2024-01-02 00:14:00,98.9278,1853,98.9367,3864,98.8557,6367,99.0088,6287,98.7518,9215,99.1128,9359,98.6772,14913,99.1873,14398,98.4447,15144,99.4199,9948
2024-01-02 00:14:00,98.5241,4082,98.5104,2260,98.461,2956,98.5735,4188,98.4374,3302,98.5971,9923,98.4212,10445,98.6133,7312,98.3529,14318,98.6817,6610
2024-01-02 00:14:00,98.2986,1945,98.3097,2099,98.2199,2086,98.3884,3051,98.1058,7039,98.5025,10632,97.9557,9781,98.6526,12650,97.8921,16501,98.7162,9664
2024-01-02 00:14:00,96.0198,2962,96.0421,4885,95.9786,7916,96.0833,4674,95.9222,4824,96.1397,3883,95.8097,13285,96.2521,8123,95.6719,19220,96.3899,14311
2024-01-02 00:15:00,99.9618,4185,99.99,3036,99.9542,6479,99.9977,6616,99.8692,11193,100.0826,6660,99.7559,4905,100.196,7468,99.723,15716,100.2289,17740
2024-01-02 00:15:00,97.925,2646,97.9034,2267,97.8929,3606,97.9355,3759,97.7854,9143,98.043,3137,97.6717,10752,98.1567,9486,97.6059,10097,98.2225,13080
2024-01-02 00:15:00,98.371,4788,98.4031,2941,98.3461,4877,98.4281,4393,98.2648,8544,98.5093,6950,98.1149,14615,98.6592,11999,97.8762,17225,98.8979,5421
2024-01-02 00:15:00,95.4974,4262,95.4941,4194,95.4253,6147,95.5662,5378,95.4035,8109,95.588,8241,95.2746,9422,95.7169,10376,95.1845,13575,95.807,5335
2024-01-02 00:15:00,98.1132,3613,98.1066,4330,98.0834,7691,98.1364,6507,98.0156,11923,98.2042,8037,97.9601,9842,98.2597,9394,97.7519,19761,98.4679,9866
2024-01-02 00:15:00,98.5045,1503,98.4928,1078,98.4571,2688,98.5401,5761,98.4393,11169,98.558,7267,98.2761,4480,98.7211,7171,98.1384,15695,98.8588,6464
2024-01-02 00:15:00,97.837,3346,97.8609,4668,97.8285,4273,97.8694,4858,97.8199,4719,97.878,5716,97.736,10057,97.9619,13861,97.6518,14228,98.0462,15302
2024-01-02 00:15:00,95.0156,3963,95.0201,4463,94.9864,4701,95.0492,5716,94.9105,8979,95.1252,5480,94.8766,8131,95.159,9788,94.7484,15034,95.2873,18642
2024-01-02 00:16:00,100.0928,3739,100.1165,1348,100.0517,6881,100.1575,4040,99.9935,6622,100.2157,4400,99.8378,4882,100.3714,5046,99.5895,14885,100.6197,19938
2024-01-02 00:16:00,98.3484,2100,98.3268,3139,98.2936,5821,98.3816,5303,98.2363,6520,98.4389,10786,98.0979,14658,98.5772,4128,98.081,19705,98.5942,16780
2024-01-02 00:16:00,99.2398,3221,99.2892,1303,99.1751,2616,99.3539,2783,99.1313,10218,99.3977,10360,99.0488,13897,99.4802,8430,98.916,18647,99.613,14901
2024-01-02 00:16:00,96.0151,2031,95.9994,3073,95.977,3839,96.0375,3832,95.9528,10667,96.0616,10991,95.8215,9838,96.193,14416,95.7843,7779,96.2302,16070
2024-01-02 00:16:00,98.1821,3416,98.1733,4081,98.1522,3493,98.2032,2439,98.0903,8757,98.2651,4828,98.0502,11752,98.3053,12733,97.8185,8789,98.537,8455
2024-01-02 00:16:00,98.3069,4522,98.2953,3013,98.2695,4190,98.3326,4539,98.2309,4950,98.3713,5123,98.1789,13149,98.4232,4439,98.0143,5534,98.5879,12925
2024-01-02 00:16:00,98.8339,3965,98.8511,4633,98.7623,3152,98.9226,6515,98.6588,3002,99.0262,10236,98.5137,13526,99.1713,8423,98.3692,8666,99.3158,14938
2024-01-02 00:16:00,95.2361,1770,95.2127,2931,95.1777,3487,95.2711,2376,95.1517,6642,95.2972,5531,95.0365,11706,95.4123,13415,95.0121,16148,95.4367,10288
2024-01-02 00:17:00,99.7166,3197,99.7297,2282,99.6843,4372,99.762,3096,99.6159,6197,99.8305,11468,99.529,5623,99.9173,6962,99.4432,7246,100.0031,18253
2024-01-02 00:17:00,98.7502,2134,98.7633,2183,98.717,7194,98.7964,4680,98.5977,10335,98.9157,6326,98.5672,11584,98.9463,12971,98.3817,12001,99.1318,16196
2024-01-02 00:17:00,98.8925,1421,98.91,3040,98.8664,5121,98.9361,5176,98.8159,11271,98.9866,9968,98.6741,9708,99.1284,10504,98.5276,12372,99.2749,8721
2024-01-02 00:17:00,95.6423,3041,95.6546,4545,95.5845,2553,95.7124,5672,95.5759,11646,95.7211,8838,95.5578,4266,95.7391,10997,95.3879,14657,95.909,13697
2024-01-02 00:17:00,98.657,4238,98.6259,3160,98.6489,7384,98.634,6843,98.6208,4978,98.6621,7744,98.5304,7598,98.7525,4066,98.3152,5738,98.9677,6419
2024-01-02 00:17:00,97.5598,1431,97.5441,3611,97.5196,6000,97.5843,5330,97.4444,4443,97.6594,4355,97.4023,14438,97.7016,9753,97.2915,10156,97.8123,19113
2024-01-02 00:17:00,98.5979,3290,98.6106,4477,98.5291,2735,98.6795,3506,98.4649,6296,98.7436,10651,98.3572,6374,98.8513,8768,98.2869,15362,98.9217,19986
2024-01-02 00:17:00,95.3213,1502,95.3275,3985,95.3125,2585,95.3362,4650,95.2752,8840,95.3736,7261,95.2413,4624,95.4074,14420,95.0091,17298,95.6396,16107
2024-01-02 00:18:00,100.1223,1157,100.1428,1866,100.0851,2356,100.18,3021,100.0189,9137,100.2462,3967,99.9998,12770,100.2653,9562,99.9184,16445,100.3467,9051
2024-01-02 00:18:00,98.7213,3626,98.7507,3620,98.6539,6071,98.8181,6288,98.5392,8562,98.9328,9605,98.5247,4545,98.9473,9289,98.3864,5334,99.0856,12719
2024-01-02 00:18:00,99.4128,3251,99.4334,3988,99.3656,5214,99.4805,2602,99.2604,5333,99.5858,6102,99.1012,13210,99.7449,7931,99.025,14530,99.8212,18087
2024-01-02 00:18:00,95.3474,3072,95.3827,4513,95.3016,5454,95.4284,3386,95.2375,6299,95.4925,11623,95.2213,4777,95.5087,11364,95.1678,18907,95.5623,12999
2024-01-02 00:18:00,98.8321,3074,98.8261,3665,98.7674,2610,98.8908,3226,98.6734,3797,98.9848,6300,98.6471,5577,99.0111,14837,98.4202,19850,99.238,18265
